Role,LF dG,Pose Index,Visible,Activity Miner Focus,Fav,Structure,Title,Radial Plot,Ref,Protein,MW,#Atoms,SlogP,TPSA,Flexibility,#RB,HBA,HBD,Rof5,Filename,Tags,Confs,Conf Energy,Poses,Notes,Activity (Primary),LE (Primary),LipE (Primary),LF Rank Score,LF dG,LF VSscore,LF LE,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,PUBCHEM_BONDANNOTATIONS,PUBCHEM_XLOGP3_AA,PUBCHEM_CONFORMER_RMSD,PUBCHEM_CONFORMER_DIVERSEORDER,PUBCHEM_MMFF94_PARTIAL_CHARGES,PUBCHEM_EFFECTIVE_ROTOR_COUNT,PUBCHEM_PHARMACOPHORE_FEATURES,PUBCHEM_CONFORMER_ID,PUBCHEM_MMFF94_ENERGY,PUBCHEM_FEATURE_SELFOVERLAP,PUBCHEM_SHAPE_FINGERPRINT,PUBCHEM_SHAPE_MULTIPOLES,PUBCHEM_SHAPE_SELFOVERLAP,PUBCHEM_SHAPE_VOLUME
Structure2D_(-)-Epicatechin gallate_107905,-10.555,1,FALSE,,FALSE,Oc1cc(O)cc2c1C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](O2)c4ccc(O)c(O)c4,107905_D,,,SWISS-MODEL SERVER (https://swissmodel.expasy.org) Untitled Project_P,442.4,32,2.5,177.1,5.4,10,10,7,1,Structure2D_(-)-Epicatechin gallate_107905.sdf,,0,,8,,No Primary Activity Set,Invalid,Invalid,-8.349,-10.555,-10.574,-0.33,107905,1,649,10,7,4,AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YMEAAAAAAACRUAAAGgAACAAADBSgmAIwDoAABgCIAiDSCAACCAAkIAAIiAEGiMgNJzKGNRqCeSGlwBULuYfK7PzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,"[(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chroman-3-yl] 3,4,5-trihydroxybenzoate","3,4,5-trihydroxybenzoic acid [(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-3-yl] ester","[(2<I>R</I>,3<I>R</I>)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2<I>H</I>-chromen-3-yl] 3,4,5-trihydroxybenzoate","[(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate","[(2R,3R)-2-[3,4-bis(oxidanyl)phenyl]-5,7-bis(oxidanyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-tris(oxidanyl)benzoate","3,4,5-trihydroxybenzoic acid [(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chroman-3-yl] ester","InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2/t19-,21-/m1/s1",LSHVYAFMTMFKBA-TZIWHRDSSA-N,1.5,442.0899968,C22H18O10,442.4,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,177,442.0899968,0,32,2,0,0,0,0,1,-1,"1
5
255","12  16  5
14  15  8
14  17  8
15  18  8
16  19  8
16  20  8
17  21  8
18  22  8
19  24  8
11  2  5
20  25  8
21  22  8
24  26  8
25  26  8
27  28  8
27  29  8
28  31  8
29  30  8
30  32  8
31  32  8",,,,,,,,,,,,,
"Structure2D_1,8-Bis((2R,3R)-3,5,7-trihydroxy-2H-1-benzopyran-2-yl)-3,4,6-trihydroxy-5H-benzocyclohepten-5-one_135403798",-11.325,1,FALSE,,FALSE,O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3cc(O)c(O)c4C(=O)C(O)=CC([C@@H]5[C@H](O)Cc6c(O)cc(O)cc6O5)=Cc43,135403798_D,,,SWISS-MODEL SERVER (https://swissmodel.expasy.org) Untitled Project_P,564.5,41,3,217.6,7.1,11,12,9,3,"Structure2D_1,8-Bis((2R,3R)-3,5,7-trihydroxy-2H-1-benzopyran-2-yl)-3,4,6-trihydroxy-5H-benzocyclohepten-5-one_135403798.sdf",,0,,8,,No Primary Activity Set,Invalid,Invalid,-8.421,-11.325,-11.094,-0.276,135403798,1,1060,12,9,2,AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0aMECBAAAAACRUAAAGgAACAAADBSgmAIwBoAABgCIAqBSAAICCAAkIAAAiAFGiMgNNzaGNRqCeWGl4BULuYfK7PzOoAADCAAYQABAAAYQADCAAAAAAAAAAA==,"3,4,6-trihydroxy-1,8-bis[(2R,3R)-3,5,7-trihydroxychroman-2-yl]benzo[7]annulen-5-one","3,4,6-trihydroxy-1,8-bis[(2R,3R)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl]-5-benzo[7]annulenone","3,4,6-trihydroxy-1,8-bis[(2<I>R</I>,3<I>R</I>)-3,5,7-trihydroxy-3,4-dihydro-2<I>H</I>-chromen-2-yl]benzo[7]annulen-5-one","3,4,6-trihydroxy-1,8-bis[(2R,3R)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-2-yl]benzo[7]annulen-5-one","3,4,6-tris(oxidanyl)-1,8-bis[(2R,3R)-3,5,7-tris(oxidanyl)-3,4-dihydro-2H-chromen-2-yl]benzo[7]annulen-5-one","3,4,6-trihydroxy-1,8-bis[(2R,3R)-3,5,7-trihydroxychroman-2-yl]benzocyclohepten-5-one","InChI=1S/C29H24O12/c30-11-3-17(32)15-8-21(36)28(40-23(15)5-11)10-1-13-14(7-20(35)27(39)25(13)26(38)19(34)2-10)29-22(37)9-16-18(33)4-12(31)6-24(16)41-29/h1-7,21-22,28-33,35-37,39H,8-9H2,(H,34,38)/t21-,",IPMYMEWFZKHGAX-ZKSIBHASSA-N,,564.1267762,C29H24O12,564.5,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)O)O)O)C(=O)C(=C3)O)O,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4[C@@H]5[C@@H](CC6=C(C=C(C=C6O5)O)O)O)O)O)C(=O)C(=C3)O)O,218,564.1267762,0,41,4,0,0,0,0,1,-1,"1
5
255","13  42  5
15  20  6
16  19  8
16  28  8
19  23  8
19  26  8
20  23  8
20  29  8
22  25  8
22  32  8
24  27  8
24  34  8
25  36  8
26  30  8
26  33  8
27  37  8
28  31  8
29  35  8
14  3  6
30  31  8
32  38  8
33  35  8
34  40  8
36  39  8
37  41  8
38  39  8
17  4  6
40  41  8",2.4,,,,,,,,,,,,
Structure2D_Epigallocatechin Gallate_CID_65064,-9.486,1,FALSE,,FALSE,Oc1c(O)c(O)cc([C@@H]2[C@H](OC(=O)c3cc(O)c(O)c(O)c3)Cc4c(O)cc(O)cc4O2)c1,65064_D,,,SWISS-MODEL SERVER (https://swissmodel.expasy.org) Untitled Project_P,458.4,33,2.2,197.4,5.9,11,11,8,2,Structure2D_Epigallocatechin Gallate_CID_65064.sdf,,0,,8,,No Primary Activity Set,Invalid,Invalid,-8.514,-9.486,-10.43,-0.287,65064,1,667,11,8,4,AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YMEAAAAAAACRUAAAGgAACAAADBSgmAIwDoAABgCIAiDSCAACCAAkIAAAiAEGiMgNJzKGNRqCeSGlwBULuYfK7PzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,"[(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl] 3,4,5-trihydroxybenzoate","3,4,5-trihydroxybenzoic acid [(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3-yl] ester","[(2<I>R</I>,3<I>R</I>)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2<I>H</I>-chromen-3-yl] 3,4,5-trihydroxybenzoate","[(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate","[(2R,3R)-5,7-bis(oxidanyl)-2-[3,4,5-tris(oxidanyl)phenyl]-3,4-dihydro-2H-chromen-3-yl] 3,4,5-tris(oxidanyl)benzoate","3,4,5-trihydroxybenzoic acid [(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl] ester","InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",WMBWREPUVVBILR-WIYYLYMNSA-N,1.2,458.0849114,C22H18O11,458.4,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,197,458.0849114,0,33,2,0,0,0,0,1,-1,"1
5
255","13  16  5
15  17  8
15  18  8
16  20  8
16  21  8
17  19  8
18  22  8
19  23  8
12  2  5
20  26  8
21  25  8
22  23  8
25  27  8
26  27  8
28  29  8
28  30  8
29  32  8
30  31  8
31  33  8
32  33  8",,,,,,,,,,,,,
Structure2D_Ginkgetin_5271805,-9.289,1,FALSE,,FALSE,Oc1cc(O)c2C(=O)C=C(Oc2c1-c3cc(C4=CC(=O)c5c(O)cc(OC)cc5O4)ccc3OC)c6ccc(O)cc6,5271805_D,,,SWISS-MODEL SERVER (https://swissmodel.expasy.org) Untitled Project_P,566.5,42,5.3,152,3.5,9,10,4,2,Structure2D_Ginkgetin_5271805.sdf,,0,,7,,No Primary Activity Set,Invalid,Invalid,-8.242,-9.289,-10.606,-0.221,5271805,1,1080,10,4,5,AAADceB8PAAAAAAAAAAAAAAAAAAAAAAAAAAwYMGCAAAAAACBVAAAGgAACAAADASAmAIyBoAABgCIAqBSAAACCAAkIAAIiAEGCMgMJzaGNRqCeWCl4BUIuQfI7PzOoAACCAAIAABAAAQQABAAAAAAAAAAAA==,"5,7-dihydroxy-8-[5-(5-hydroxy-7-methoxy-4-oxo-chromen-2-yl)-2-methoxy-phenyl]-2-(4-hydroxyphenyl)chromen-4-one","5,7-dihydroxy-8-[5-(5-hydroxy-7-methoxy-4-oxo-1-benzopyran-2-yl)-2-methoxyphenyl]-2-(4-hydroxyphenyl)-1-benzopyran-4-one","5,7-dihydroxy-8-[5-(5-hydroxy-7-methoxy-4-oxochromen-2-yl)-2-methoxyphenyl]-2-(4-hydroxyphenyl)chromen-4-one","5,7-dihydroxy-8-[5-(5-hydroxy-7-methoxy-4-oxochromen-2-yl)-2-methoxyphenyl]-2-(4-hydroxyphenyl)chromen-4-one","2-(4-hydroxyphenyl)-8-[2-methoxy-5-(7-methoxy-5-oxidanyl-4-oxidanylidene-chromen-2-yl)phenyl]-5,7-bis(oxidanyl)chromen-4-one","5,7-dihydroxy-8-[5-(5-hydroxy-4-keto-7-methoxy-chromen-2-yl)-2-methoxy-phenyl]-2-(4-hydroxyphenyl)chromone","InChI=1S/C32H22O10/c1-39-18-10-20(34)30-23(37)13-27(41-28(30)11-18)16-5-8-25(40-2)19(9-16)29-21(35)12-22(36)31-24(38)14-26(42-32(29)31)15-3-6-17(33)7-4-15/h3-14,33-36H,1-2H3",AIFCFBUSLAEIBR-UHFFFAOYSA-N,,566.1212969,C32H22O10,566.5,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O,152,566.1212969,0,42,0,0,0,0,0,1,-1,"1
5
255","1  13  8
1  23  8
11  13  8
11  17  8
12  16  8
12  18  8
13  14  8
14  19  8
14  22  8
15  16  8
15  24  8
17  21  8
18  25  8
19  21  8
2  20  8
2  28  8
20  29  8
22  26  8
23  26  8
24  25  8
27  28  8
27  31  8
27  32  8
28  33  8
29  31  8
30  36  8
30  37  8
32  35  8
33  34  8
34  35  8
36  39  8
37  40  8
39  41  8
40  41  8",5.7,,,,,,,,,,,,
Structure2D_Isobavachalcone_CID_5281255,-6.013,1,FALSE,,FALSE,Oc1c(ccc(O)c1CC=C(C)C)C(=O)/C=C/c2ccc(O)cc2,5281255_D,,,SWISS-MODEL SERVER (https://swissmodel.expasy.org) Untitled Project_P,324.4,24,4.1,77.8,4.3,8,4,3,0,Structure2D_Isobavachalcone_CID_5281255.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-5.755,-6.013,-6.664,-0.251,5281255,1,470,4,3,5,AAADceB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgAACAAADASAmAAyBoAAAgCIAqBSAAACAAAkIAAIiAEGCMgIJzaCFRKAcUAl4BUImYeI7OTOIAACCAAIAABAAAQQABAAAAAAAAAAAA==,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one","(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)-2-propen-1-one","(<I>E</I>)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one","(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one","(E)-3-(4-hydroxyphenyl)-1-[3-(3-methylbut-2-enyl)-2,4-bis(oxidanyl)phenyl]prop-2-en-1-one","(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one","InChI=1S/C20H20O4/c1-13(2)3-9-16-19(23)12-10-17(20(16)24)18(22)11-6-14-4-7-15(21)8-5-14/h3-8,10-12,21,23-24H,9H2,1-2H3/b11-6+",DUWPGRAKHMEPCM-IZZDOVSWSA-N,,324.1361591,C20H20O4,324.4,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C,CC(=CCC1=C(C=CC(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)O)C,77.8,324.1361591,0,24,0,0,1,0,0,1,-1,"1
5
255","11  12  8
18  20  8
18  21  8
20  22  8
21  23  8
22  24  8
23  24  8
5  7  8
5  9  8
7  8  8
8  11  8
9  12  8",5.1,,,,,,,,,,,,
Structure2D_Isoginkgetin_CID_5318569,-7.845,1,FALSE,,FALSE,Oc1cc(O)c2C(=O)C=C(Oc2c1-c3cc(C4=CC(=O)c5c(O)cc(O)cc5O4)ccc3OC)c6ccc(OC)cc6,5318569_D,,,SWISS-MODEL SERVER (https://swissmodel.expasy.org) Untitled Project_P,566.5,42,5.3,152,3.5,9,10,4,2,Structure2D_Isoginkgetin_CID_5318569.sdf,,0,,8,,No Primary Activity Set,Invalid,Invalid,-7.84,-7.845,-9.198,-0.187,5318569,1,1080,10,4,5,AAADceB8PAAAAAAAAAAAAAAAAAAAAAAAAAAwYMGCAAAAAACBVAAAGgAACAAADASAmAIyBoAABgCIAqBSAAACCAAkIAAIiAEGCMgMJzaGNRqCeWCl4BUIuQfI7PzOoAACCAAIAABAAAQQABAAAAAAAAAAAA==,"8-[5-(5,7-dihydroxy-4-oxo-chromen-2-yl)-2-methoxy-phenyl]-5,7-dihydroxy-2-(4-methoxyphenyl)chromen-4-one","8-[5-(5,7-dihydroxy-4-oxo-1-benzopyran-2-yl)-2-methoxyphenyl]-5,7-dihydroxy-2-(4-methoxyphenyl)-1-benzopyran-4-one","8-[5-(5,7-dihydroxy-4-oxochromen-2-yl)-2-methoxyphenyl]-5,7-dihydroxy-2-(4-methoxyphenyl)chromen-4-one","8-[5-(5,7-dihydroxy-4-oxochromen-2-yl)-2-methoxyphenyl]-5,7-dihydroxy-2-(4-methoxyphenyl)chromen-4-one","8-[5-[5,7-bis(oxidanyl)-4-oxidanylidene-chromen-2-yl]-2-methoxy-phenyl]-2-(4-methoxyphenyl)-5,7-bis(oxidanyl)chromen-4-one","8-[5-(5,7-dihydroxy-4-keto-chromen-2-yl)-2-methoxy-phenyl]-5,7-dihydroxy-2-(4-methoxyphenyl)chromone","InChI=1S/C32H22O10/c1-39-18-6-3-15(4-7-18)26-14-24(38)31-22(36)12-21(35)29(32(31)42-26)19-9-16(5-8-25(19)40-2)27-13-23(37)30-20(34)10-17(33)11-28(30)41-27/h3-14,33-36H,1-2H3",HUOOMAOYXQFIDQ-UHFFFAOYSA-N,,566.1212969,C32H22O10,566.5,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)OC,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)OC,152,566.1212969,0,42,0,0,0,0,0,1,-1,"1
5
255","1  13  8
1  22  8
11  13  8
11  17  8
12  16  8
12  18  8
13  14  8
14  19  8
14  23  8
15  16  8
15  24  8
17  21  8
18  25  8
19  21  8
2  20  8
2  29  8
20  30  8
22  26  8
23  26  8
24  25  8
27  34  8
27  35  8
28  29  8
28  31  8
28  32  8
29  33  8
30  31  8
32  37  8
33  36  8
34  38  8
35  39  8
36  37  8
38  40  8
39  40  8",5.7,,,,,,,,,,,,
Structure2D_Phlorizin_CID_6072,-5.674,1,FALSE,,FALSE,O[C@H]1[C@H](O)[C@H](O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@@H]1O)CO,6072_D,,,SWISS-MODEL SERVER (https://swissmodel.expasy.org) Untitled Project_P,436.4,31,1.3,177.1,12.2,14,10,7,1,Structure2D_Phlorizin_CID_6072.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-3.669,-5.674,-7.58,-0.183,6072,1,581,10,7,7,AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YIAAAAAAAAABQAAAGgAACAAADBSwmAMwDoAABgCIAqBSAAACCAAkIAAIiAEGCMgdNzaGNRqieWCl4BUPuQfI7OzOIAAACAAIAABAAAAQABAAAAAAAAAAAA==,"1-[2,4-dihydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-phenyl]-3-(4-hydroxyphenyl)propan-1-one","1-[2,4-dihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]phenyl]-3-(4-hydroxyphenyl)-1-propanone","1-[2,4-dihydroxy-6-[(2<I>S</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-(4-hydroxyphenyl)propan-1-one","1-[2,4-dihydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-(4-hydroxyphenyl)propan-1-one","1-[2-[(2S,3R,4S,5S,6R)-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-4,6-bis(oxidanyl)phenyl]-3-(4-hydroxyphenyl)propan-1-one","1-[2,4-dihydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxy-phenyl]-3-(4-hydroxyphenyl)propan-1-one","InChI=1S/C21H24O10/c22-9-16-18(27)19(28)20(29)21(31-16)30-15-8-12(24)7-14(26)17(15)13(25)6-3-10-1-4-11(23)5-2-10/h1-2,4-5,7-8,16,18-24,26-29H,3,6,9H2/t16-,18-,19+,20-,21-/m1/s1",IOUVKUPGCMBWBT-QNDFHXLGSA-N,1.2,436.136947,C21H24O10,436.4,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,177,436.136947,0,31,5,0,0,0,0,1,-1,"1
5
255","14  16  5
17  18  8
17  19  8
18  21  8
19  23  8
15  2  5
21  25  8
23  25  8
26  27  8
26  28  8
27  29  8
28  30  8
29  31  8
11  3  5
30  31  8
12  4  6
13  5  6",,,,,,,,,,,,,
Structure2D_Rutin_5280805,-7.111,1,FALSE,,FALSE,O[C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@H]1OC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC=3C(=O)c4c(O)cc(O)cc4OC3c5ccc(O)c(O)c5)C,5280805_D,,,SWISS-MODEL SERVER (https://swissmodel.expasy.org) Untitled Project_P,610.5,43,0.4,265.5,14.6,16,16,10,3,Structure2D_Rutin_5280805.sdf,,0,,9,,No Primary Activity Set,Invalid,Invalid,-6.177,-7.111,-9.845,-0.165,5280805,1,1020,16,10,6,AAADceB4PgAAAAAAAAAAAAAAAAAAAAAAAAA0aIECAAAAAACBQAAAGgAACAAADBSwmAMyDoAABgCIAqBSAAICCAAkIAAIiAFGiMgdNzaGNR6ieWGl4BUPuQfI7LzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-chromen-4-one","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-2-oxanyl]oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2<I>S</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4,5-trihydroxy-6-[[(2<I>R</I>,3<I>R</I>,4<I>R</I>,5<I>R</I>,6<I>S</I>)-3,4,5-trihydroxy-6-methyloxan-2-yl","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one","2-[3,4-bis(oxidanyl)phenyl]-3-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5R,6S)-6-methyl-3,4,5-tris(oxidanyl)oxan-2-yl]oxymethyl]-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-5,7-bis(oxidanyl)chromen-4-one","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-chromone","InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,",IKGXIBQEEMLURG-NVPNHPEKSA-N,,610.1533849,C27H30O16,610.5,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,266,610.1533849,0,43,10,0,0,0,0,1,162,"1
5
255","24  10  5
11  30  8
11  34  8
17  26  5
22  2  5
27  28  6
29  30  8
29  31  8
31  32  8
32  34  8
32  35  8
33  37  8
33  38  8
34  36  8
35  39  8
36  40  8
37  41  8
38  42  8
39  40  8
18  4  6
41  43  8
42  43  8
19  5  5
25  6  5
20  7  6
21  8  6
23  9  6",-1.3,,,,,,,,,,,,
